country,noc_code,team_name,year,n_athletes,gold,silver,bronze,total_medals,snowfall_total,snowfall_mean_gridcell,gdp,gdp_per_capita,population,won_any_medal,log_total_medals,log_gdp,log_population,medals_per_million
GEO,GEO,Georgia,2006,3,0,0,0,0,0.933099041037482,13.520782945619253,7745250733.95067,1996.02013272284,3880347,0,0.0,9.889035481566964,6.588870564111433,0.0
GRC,GRE,Greece,2006,5,0,0,0,0,0.2613810590382227,1.9869897886657495,269073415333.676,24416.0232970275,11020362,0,0.0,11.429870791244896,7.042195860579315,0.0
HKG,HKG,Hong Kong,2006,1,0,0,0,0,,,193535442896.365,28224.0951563146,6857100,0,0.0,11.28676051067157,6.836140483012336,0.0
HRV,CRO,Croatia,2006,23,1,2,0,3,0.1423122747789028,2.493217881542082,49583544860.0759,11501.2099669894,4311159,1,1.3862943611198906,10.695337572414394,6.634594040378647,0.6958685587796692
HUN,HUN,Hungary,2006,19,0,0,0,0,0.1826604837216667,1.9785630973269024,115604111412.139,11478.4891640501,10071370,0,0.0,11.062973279861785,7.003088551285576,0.0
IND,IND,India,2006,4,0,0,0,0,3.784653904572997,1.201294636404909,940259888787.721,801.668353659022,1172878890,0,0.0,11.973247909627919,9.069253169728333,0.0
IRL,IRL,Ireland,2006,4,0,0,0,0,0.002536330398312,0.0436040533477542,232180617162.279,54329.1618599624,4273591,0,0.0,11.365825961264637,6.630792956072643,0.0
IRN,IRI,Iran,2006,2,0,0,0,0,3.166713868379194,1.95650007932014,265602187403.643,3618.91601364428,73392747,0,0.0,11.424231647403133,7.865653143110654,0.0
ISL,ISL,Iceland,2006,5,0,0,0,0,2.129923285412707,19.892587155045494,17671649843.2602,58172.1426656622,303782,0,0.0,10.24727709757555,5.48256203703082,0.0
ISR,ISR,Israel-1,2006,5,0,0,0,0,0.0004906531700786,0.0211533200955366,158900547825.306,22527.2619795719,7053700,0,0.0,11.201125394483007,6.84841698480196,0.0
ITA,ITA,Italy,2006,179,11,0,14,25,0.703707064573984,2.2361381124715094,1958563654385.64,33537.1286994269,58399861,1,3.258096538021482,12.291937690920491,7.76641181343081,0.4280832106775049
JPN,JPN,Japan,2006,110,1,0,0,1,2.216158044840749,5.4820344186711925,4601663122649.92,35991.546002862,127854000,1,0.6931471805599453,12.662914821779522,8.106714319775362,0.007821421308680214
KAZ,KAZ,Kazakhstan,2006,55,0,0,0,0,9.320420716830569,3.423976061957558,81003864630.018,5030.13494711519,16103716,0,0.0,10.908505739217581,7.2069261028691445,0.0
KEN,KEN,Kenya,2006,1,0,0,0,0,0.0,0.0,25825512284.2891,699.80237063381,36904008,0,0.0,10.412048945100983,7.56707353574598,0.0
KGZ,KGZ,Kyrgyzstan,2006,1,0,0,0,0,2.1911836733691743,11.232812183830314,2834168889.42019,543.113512472219,5218373,0,0.0,9.452425726489347,6.717535118469102,0.0
KOR,KOR,South Korea,2006,40,14,3,2,19,0.1154706893480422,1.1666721437261878,1095175538508.19,22609.7059431449,48438292,1,2.995732273553991,12.03948373497112,7.685188820927395,0.3922516508220397
LBN,LIB,Lebanon,2006,3,0,0,0,0,0.015805223274017,1.524864302639158,22022709851.4096,4635.2514117486,4751136,0,0.0,10.342870757011074,6.676797462160772,0.0
LIE,LIE,Liechtenstein,2006,5,0,0,0,0,,,4000102086.14635,114167.939211301,35037,0,0.0,9.602071075049036,4.544526913157487,0.0
LTU,LTU,Lithuania,2006,7,0,0,0,0,0.1890760793697814,2.980970075458158,30116192746.8942,9210.10118229413,3269909,0,0.0,10.478800068009226,6.514535666621213,0.0
LUX,LUX,Luxembourg,2006,1,0,0,0,0,0.0045651562637037,1.8440351926280063,42910146296.0646,90788.8004876145,472637,0,0.0,10.632559995200705,5.674527717014598,0.0
LVA,LAT,Latvia,2006,57,0,0,1,1,0.1905769929546298,2.992086851916054,20434922247.3037,9211.7374468148,2218357,1,0.6931471805599453,10.310372989606643,6.346031438410901,0.4507840712743711
MCO,MON,Monaco,2006,4,0,0,0,0,,,4586826512.71356,143083.461107202,32057,0,0.0,9.661512314146362,4.505922877206901,0.0
MDA,MDA,Moldova,2006,6,0,0,0,0,0.1090649442962865,3.3816001636923403,3408255450.5509,1183.02481442894,2880967,0,0.0,9.53253213791597,6.459538283688263,0.0
MDG,MAD,Madagascar,2006,1,0,0,0,0,0.0,0.0,6395712490.94304,324.146874882604,19730909,0,0.0,9.805888932497053,7.295147093594326,0.0
MKD,MKD,Macedonia,2006,3,0,0,0,0,0.1067455801275734,4.261220135353275,6861226971.55617,3440.4411057968,1994287,0,0.0,9.836401786162728,6.299787658262074,0.0
MNG,MGL,Mongolia,2006,2,0,0,0,0,2.612901030507251,1.6985318530522762,3414055661.61598,1329.89179579053,2567168,0,0.0,9.533270597427693,6.4094542905980285,0.0
NLD,NED,Netherlands,2006,33,3,2,8,13,0.0183055463460022,0.4611393968483497,737593995289.411,45123.5432406426,16346101,1,2.6390573296152584,11.867817372493391,7.213414178028711,0.7952966887944716
NOR,NOR,Norway,2006,67,2,9,12,23,5.919258842043619,14.990949214631769,346915160681.708,74434.4996835671,4660677,1,3.1780538303479458,11.540223279538042,6.668449005962328,4.934905379626178
NPL,NEP,Nepal,2006,1,0,0,0,0,0.6092211486141001,4.041882382465366,9043715355.8881,340.431796437968,26565425,0,0.0,9.956346884797549,7.424316768247953,0.0
NZL,NZL,New Zealand,2006,15,0,0,0,0,0.8388374591122694,3.019744649597143,111538810712.665,26654.5932018985,4184600,0,0.0,11.04742600949676,6.621653950717518,0.0
POL,POL,Poland,2006,45,0,1,1,2,0.9561834187268332,3.084947797756426,345897630736.173,9068.85528307627,38141267,1,1.0986122886681098,11.538947587276777,7.5813951156100705,0.052436642967314116
PRK,PRK,North Korea,2006,6,0,0,0,0,0.5746826384415622,4.5723759075132335,,,24524507,0,0.0,,7.389600285804011,0.0
PRT,POR,Portugal,2006,1,0,0,0,0,0.0130172806685181,0.1398104094271246,208756449275.848,19839.4540499032,10522288,0,0.0,11.319639901361137,7.022110184469225,0.0
ROU,ROU,Romania,2006,25,0,0,0,0,0.9685608954742576,4.071608765904444,122023735992.706,5757.53127301178,21193760,0,0.0,11.086444317625539,7.326208012038412,0.0
RUS,RUS,Russia,2006,174,16,12,13,41,123.990237152216,7.325771503935334,989932071352.543,6920.19970703125,143049637,1,3.7376696182833684,11.995605394548152,8.155486760085378,0.28661379965612915
SEN,SEN,Senegal,2006,1,0,0,0,0,0.0,0.0,11697918243.0035,1017.20196747987,11500094,0,0.0,10.068108581744648,7.060701390224434,0.0
SMR,SMR,San Marino,2006,1,0,0,0,0,,,1909765165.43137,63270.7780755157,30184,0,0.0,9.280979967442752,4.479776792192939,0.0
SRB,SCG,Serbia and Montenegro,2006,6,0,0,0,0,0.3298111412452232,4.324820655372166,33298057361.7412,4492.7136699046,7411569,0,0.0,10.52241889711935,6.869910156145497,0.0
SVK,SVK,Slovakia,2006,58,0,1,0,1,0.197450454831465,4.195488827852392,70751813442.9881,13167.8954730379,5373054,1,0.6931471805599453,10.849737575760848,6.730221205315423,0.18611389351381913
SVN,SLO,Slovenia,2006,36,0,0,0,0,0.0872537309936152,4.5646695907568375,39260368837.0342,19563.005059144,2006868,0,0.0,10.593954375323495,6.3025188080844545,0.0
SWE,SWE,Sweden,2006,106,35,21,8,64,3.8181441090034944,8.510914421246497,422528394459.353,46531.3762240485,9080505,1,4.174387269895637,11.625855899422175,6.958110001892747,7.048066159316029
THA,THA,Thailand,2006,1,0,0,0,0,0.0,0.0,221758296021.621,3331.32043511773,66567687,0,0.0,11.345879875849956,7.823263466962362,0.0
TJK,TJK,Tajikistan,2006,1,0,0,0,0,1.9330348541797835,13.987542465333258,2830213848.6203,401.018403316427,7057566,0,0.0,9.45181925169636,6.848654948214888,0.0
TUR,TUR,Turkey,2006,6,0,0,0,0,4.207991761701914,5.2716105090108005,559668118237.002,7990.08251407245,70045349,0,0.0,11.747930567817736,7.84537930349482,0.0
TWN,TPE,Chinese Taipei,2006,1,0,0,0,0,0.0014959158841297,0.0431995172790089,,,,0,0.0,,,
UKR,UKR,Ukraine,2006,52,0,0,3,3,2.1899200907052565,3.835359880684897,111884752475.248,2366.494140625,47278694,1,1.3862943611198906,11.048770905410786,7.674665471332862,0.06345352940586726
USA,USA,United States,2006,204,9,11,32,52,43.55486837290213,4.583602089225109,13815586948000.0,46302.0008800056,298379912,1,3.970291913552122,13.140369340418847,8.474769581531143,0.17427446657333956
UZB,UZB,Uzbekistan,2006,4,0,0,0,0,0.938921826949478,2.0412512804983773,17330833852.919,649.118167003925,26699043,0,0.0,10.238819458790626,7.426495694800237,0.0
VEN,VEN,Venezuela,2006,1,0,0,0,0,0.0,0.0,183477522123.894,6739.38065342218,27224686,0,0.0,11.263582866323766,7.434962879456142,0.0
ZAF,RSA,South Africa,2006,3,0,0,0,0,0.1380861449250677,0.113207542163337,303858675363.643,6077.38293388876,49998277,0,0.0,11.482671640251455,7.698955038290306,0.0
ALB,ALB,Albania,2010,1,0,0,0,0,0.1939073778167078,6.4071216664166935,12086545641.299,4149.14469936847,2913021,0,0.0,10.08230219637084,6.464343615472585,0.0
AND,AND,Andorra,2010,6,0,0,0,0,,,3449925693.58181,42746.830391567,80706,0,0.0,9.537809741097934,4.906905823074332,0.0
ARG,ARG,Argentina,2010,7,0,0,0,0,4.592873843234757,1.6497239995205508,423627422092.49,10260.1313108254,41288694,0,0.0,11.626984064934005,7.615831145951389,0.0
ARM,ARM,Armenia,2010,4,0,0,0,0,0.2133702289225706,7.5338308939195535,9260285755.62424,3041.34450723339,3044800,0,0.0,9.9666243884288,6.483558770942945,0.0
AUS,AUS,Australia,2010,40,2,1,0,3,0.1288379849221191,0.0167257054230048,1152566632022.13,52313.8939041213,22031750,1,1.3862943611198906,12.061666042159764,7.343048994888317,0.13616712244828486
AUT,AUT,Austria,2010,75,11,9,6,26,0.9901537983373936,11.71575286065022,389827789217.634,46611.1393420232,8363404,1,3.295836866004329,11.590872794950151,6.922383076186067,3.108782022248357
AZE,AZE,Azerbaijan,2010,2,0,0,0,0,0.2596348578707602,2.8589139273829884,52909294791.9262,5843.5337683582,9054332,0,0.0,10.723531973022965,6.956856414957609,0.0
BEL,BEL,Belgium,2010,8,0,0,0,0,0.1059839811519824,3.5301850950555584,481556503720.001,44197.393671162,10895586,0,0.0,11.682647252652833,7.0372505929780935,0.0
BGR,BUL,Bulgaria,2010,19,0,0,0,0,0.6097917087994518,5.551365220097065,50689051382.4361,6853.94805511171,7395599,0,0.0,10.704914163718403,6.868973355054936,0.0
BIH,BIH,Bosnia and Herzegovina,2010,5,0,0,0,0,0.435245189166383,8.673769420335459,17176315803.7298,4506.47828548389,3811472,0,0.0,10.234930016439625,6.5810927336849145,0.0
BLR,BLR,Belarus,2010,47,1,1,1,3,1.1463480916306632,5.503468041146848,57231904542.8755,6034.67885177216,9483836,1,1.3862943611198906,10.757638198445498,6.976984035298679,0.3163276969361343
BMU,BER,Bermuda,2010,1,0,0,0,0,,,6634526000.0,104111.824244802,63725,0,0.0,9.821809900382389,4.804309844141305,0.0
BRA,BRA,Brazil,2010,5,0,0,0,0,0.002235067531405,0.0002617041807421,2208838108484.35,11403.2840038694,193701929,0,0.0,12.34416388646066,8.287133945705607,0.0
CAN,CAN,Canada,2010,201,67,15,8,90,79.18800742343343,7.935186978094165,1617343367486.26,47560.6666009406,34005902,1,4.51085950651685,12.20880223188773,7.531554298912453,2.646599405009166
CHE,SUI,Switzerland,2010,134,6,0,6,12,0.7893771869767174,17.0193470632554,598851028906.58,76531.3729407691,7824909,1,2.5649493574615367,11.777318800068326,6.893479295607923,1.533564160298861
CHL,CHI,Chile,2010,3,0,0,0,0,10.033693439269646,12.32686801297196,217051209238.534,12632.8704724192,17181464,0,0.0,11.336562209728553,7.235060166481998,0.0
CHN,CHN,China,2010,85,9,3,7,19,32.36514101582832,3.4402135110695964,6192564874453.29,4629.24551710077,1337705000,1,2.995732273553991,12.791870565030907,9.126360350354275,0.014203430502240778
COL,COL,Colombia,2010,1,0,0,0,0,0.0004798857355585,0.0004152195810826,286498534094.963,6398.2958447102,44777319,0,0.0,11.457122404187887,7.651058087046445,0.0
CYM,CAY,Cayman Islands,2010,1,0,0,0,0,,,4156841163.77763,76837.6710064442,54099,0,0.0,9.618763430084082,4.733189237407942,0.0
CYP,CYP,Cyprus,2010,2,0,0,0,0,1.2815376332677426e-07,1.974755088358744e-05,25799940077.6075,31105.02734375,1127816,0,0.0,10.411618697281268,6.052238251506475,0.0
CZE,CZE,Czech Republic,2010,90,2,0,7,9,0.4926390847575432,6.073609957054276,211168667286.27,20160.4355077059,10474410,1,2.302585092994046,11.324629479040942,7.020129569494111,0.859236940314538
DEU,GER,Germany,2010,149,15,24,15,54,2.073080426531408,5.8231857163797205,3467093769666.67,42396.9665976293,81776930,1,4.007333185232471,12.53996558757451,7.912630802610031,0.6603329325275478
DNK,DEN,Denmark,2010,17,0,0,0,0,0.1484242605671952,3.508083657609767,322345594075.47,58104.5445594981,5547683,0,0.0,11.508321738509315,6.744111637101315,0.0
DZA,ALG,Algeria,2010,1,0,0,0,0,0.0493459195841547,0.0212566513808577,177785053939.531,4912.78585503672,36188236,0,0.0,11.249895247835415,7.558567413886385,0.0
ESP,ESP,Spain,2010,18,0,0,0,0,0.820845712585308,1.6337424119379635,1427989078916.67,30658.7422282912,46576897,0,0.0,12.154724886022533,7.668170552024637,0.0
EST,EST,Estonia,2010,30,0,1,0,1,0.3602422712979173,8.114094873354686,19524355419.038,14663.7041018705,1331475,1,0.6931471805599453,10.290576704901406,6.124333016464801,0.7510467714376913
ETH,ETH,Ethiopia,2010,1,0,0,0,0,0.0001697315844689,0.0001491863065003,29933790334.3418,330.619412798644,90538514,0,0.0,10.476161712398682,7.9568333621837946,0.0
FIN,FIN,Finland,2010,91,0,1,46,47,2.250625859529342,6.632085663310284,249429613683.334,46506.2919016566,5363352,1,3.871201010907891,11.396948014081426,6.729436300905077,8.763176461287642
FRA,FRA,France,2010,104,2,6,6,14,1.93068372698846,2.999220302060736,2646230027988.34,40694.8211697025,65026211,1,2.70805020110221,12.422627593269437,7.813088448922048,0.215297797375892
GBR,GBR,Great Britain,2010,52,1,0,0,1,0.6242210738674985,2.501216918323617,2496740681057.14,39778.3220528565,62766365,1,0.6931471805599453,12.397373437571892,7.797726978003054,0.01593209993919514
GEO,GEO,Georgia,2010,6,0,0,0,0,0.6286211237907178,9.108839893732275,12426907967.1578,3281.72930937343,3786695,0,0.0,10.094363081992405,6.578260326205765,0.0
GHA,GHA,Ghana,2010,1,0,0,0,0,0.0,0.0,32197655566.5347,1263.89251760539,25474995,0,0.0,10.507824250218041,7.406114107439107,0.0
GRC,GRE,Greece,2010,7,0,0,0,0,0.2924647345204176,2.2232844383415302,296417644404.034,26653.0488008626,11121341,0,0.0,11.471904051666387,7.046157157190903,0.0
HKG,HKG,Hong Kong,2010,1,0,0,0,0,,,228638668727.291,32550.136489179,7024200,0,0.0,11.359149682728933,6.846596868737995,0.0
HRV,CRO,Croatia,2010,19,0,2,1,3,0.286266413976436,5.015200152761419,58975205417.3439,13729.7654965022,4295427,1,1.3862943611198906,10.770669462257311,6.633006342678592,0.6984171771514217
HUN,HUN,Hungary,2010,15,0,0,0,0,0.3505487215332665,3.797114461263056,131898737241.166,13189.8433874768,10000023,0,0.0,11.120240637761539,7.00000099887616,0.0
IND,IND,India,2010,3,0,0,0,0,3.426693249805222,1.087673622315106,1675615519484.96,1347.51939071367,1243481564,0,0.0,12.2241743741262,9.094639350753987,0.0
IRL,IRL,Ireland,2010,6,0,0,0,0,0.0695946781434035,1.196456920795595,221732824603.484,48623.9666422487,4560155,0,0.0,11.345829989411014,6.658979604616332,0.0
IRN,IRI,Iran,2010,4,0,0,0,0,1.3415657550903286,0.8288634892014535,487069570463.768,6291.19443655454,77420842,0,0.0,11.687590997992059,7.888857890232294,0.0
ISL,ISL,Iceland,2010,4,0,0,0,0,1.5946823436205606,14.893662002919267,13922711576.5124,43776.4677400475,318041,0,0.0,10.143723826368847,5.502483110317706,0.0
ISR,ISR,Israel,2010,3,0,0,0,0,0.0002629631785599,0.0113370189548092,239679036634.372,31439.0887027614,7623600,0,0.0,11.379630050420168,6.882160101382887,0.0
ITA,ITA,Italy,2010,109,1,1,3,5,1.3799811026197266,4.385103537260283,2144936254535.0,35856.8625485539,59819407,1,1.791759469228055,12.331414389893672,7.776842103481253,0.08358491417342201
JAM,JAM,Jamaica,2010,1,0,0,0,0,0.0,0.0,13220549908.2494,4809.977380312,2748568,0,0.0,10.121249519987087,6.439106485947721,0.0
JPN,JPN,Japan,2010,91,0,5,2,7,2.596747846980643,6.423486405628236,5759071769013.11,44968.1562349739,128070000,1,2.0794415416798357,12.760352490700797,8.107447409523608,0.054657609120012496
KAZ,KAZ,Kazakhstan,2010,37,0,1,0,1,8.720342920987571,3.203529789122637,148047348240.643,8793.07589980782,16836810,1,0.6931471805599453,11.170400632902151,7.226259810997841,0.05939367374223502
KGZ,KGZ,Kyrgyzstan,2010,2,0,0,0,0,2.6320417463439854,13.492812563368132,4794361863.01353,876.954476440354,5467059,0,0.0,9.680730810085421,6.737753760783119,0.0
KOR,KOR,South Korea,2010,45,6,10,2,18,0.2231899857755364,2.2550271470028007,1192830015737.68,24071.2620526362,49554112,1,2.9444389791664403,12.076578558936916,7.695079698070818,0.36323928072810585
LBN,LIB,Lebanon,2010,3,0,0,0,0,0.0094536964777073,0.9120784968941188,38443907042.1227,7625.81051551165,5041288,0,0.0,10.584827518450425,6.702541508633947,0.0
LIE,LIE,Liechtenstein,2010,4,0,0,0,0,,,5082337238.44718,141089.812849014,36022,0,0.0,9.706063479277393,4.556567821888585,0.0
LTU,LTU,Lithuania,2010,6,0,0,0,0,0.3308632281580417,5.216383719696692,36638128534.0643,11829.122609457,3097282,0,0.0,10.563933281914847,6.490980748614256,0.0
LVA,LAT,Latvia,2010,53,0,3,0,3,0.3803591648163379,5.971694895635554,23468324572.3343,11188.4191700977,2097555,1,1.3862943611198906,10.370482085978546,6.32171335728779,1.4302366326508722
MAR,MAR,Morocco,2010,1,0,0,0,0,0.1109186223158616,0.1872590826792143,100865329473.44,3067.9853515625,32467016,0,0.0,11.003741911470918,7.511442375035426,0.0
MCO,MON,Monaco,2010,3,0,0,0,0,,,5367561569.59548,161853.920622244,33163,0,0.0,9.729777034791045,4.5206538109166265,0.0
MDA,MDA,Moldova,2010,7,0,0,0,0,0.1352582695663531,4.1937341962397685,6974982369.60155,2436.79935102421,2862354,0,0.0,9.84354311419733,6.456723343867969,0.0
MEX,MEX,Mexico,2010,1,0,0,0,0,0.1114054715726737,0.0564682761330325,1105424238731.09,9728.80078377082,113623895,0,0.0,12.04352898316212,8.055469672707595,0.0
MKD,MKD,Macedonia,2010,3,0,0,0,0,0.1578825295477162,6.302576772969857,9407170321.37752,4833.36586759968,1946298,0,0.0,9.973459007208179,6.289209336367737,0.0
MNE,MNE,Montenegro,2010,1,0,0,0,0,0.1639745264578792,12.295756925686575,4136936189.28052,6678.63930800758,619428,0,0.0,9.61667882211449,5.791990832875223,0.0
MNG,MGL,Mongolia,2010,2,0,0,0,0,3.963767480659816,2.5766706221882623,7189481998.90094,2625.21881402433,2738622,0,0.0,9.856697600657835,6.437532092625261,0.0
NLD,NED,Netherlands,2010,32,4,1,6,11,0.0814406942373241,2.0515920098561966,852464982433.335,51305.7338533973,16615394,1,2.4849066497880004,11.93067654807706,7.220510644139982,0.6620366631089217
NOR,NOR,Norway,2010,95,16,14,9,39,4.568154773110738,11.56918087816511,431052143940.438,88163.2085931423,4889252,1,3.6888794541139363,11.634529809501382,6.689242422084653,7.976680277473937
NPL,NEP,Nepal,2010,1,0,0,0,0,0.6590714455212562,4.372614559587029,16002656434.4746,585.278491984574,27341952,0,0.0,10.204192081348037,7.436829516543686,0.0
NZL,NZL,New Zealand,2010,16,0,0,0,0,0.8003217824048423,2.881091436868717,146887902524.052,33761.9009639947,4350700,0,0.0,11.166986029395472,6.638559137800543,0.0
PAK,PAK,Pakistan,2010,1,0,0,0,0,2.5902221264674177,2.9600279183825493,196709621849.586,987.304571124485,199239047,0,0.0,11.29382560350846,8.299374455748405,0.0
PER,PER,Peru,2010,3,0,0,0,0,0.9374313669001186,0.7131370048623417,147527631520.729,5072.11494019615,29086019,0,0.0,11.168873370097945,7.463684283479922,0.0
POL,POL,Poland,2010,46,1,3,4,8,1.6932378876294492,5.462916831872503,478111630683.514,12567.7317676382,38042794,1,2.1972245773362196,11.679529308599015,7.580272405589835,0.2102894966126831
PRK,PRK,North Korea,2010,2,0,0,0,0,0.6561967147131593,5.220930385299754,,,24987258,0,0.0,,7.397718601032184,0.0
PRT,POR,Portugal,2010,1,0,0,0,0,0.0188648034383383,0.2026149669535054,238443864993.217,22551.935098809,10573100,0,0.0,11.377386152796857,7.0242023397679025,0.0
ROU,ROU,Romania,2010,28,0,0,0,0,1.2222095495539862,5.1378897692327845,170064350671.827,8399.5374234284,20246871,0,0.0,11.230613285222702,7.306357915825608,0.0
RUS,RUS,Russia,2010,175,6,5,14,25,116.70040451132554,6.895063010624428,1524916715223.95,10674.990234375,142849468,1,3.258096538021482,12.183246124924523,8.15487862732223,0.17500940220512406
SEN,SEN,Senegal,2010,1,0,0,0,0,0.0,0.0,16121315909.0758,1275.88357492357,12635413,0,0.0,10.207400488382566,7.101589441799239,0.0
SMR,SMR,San Marino,2010,1,0,0,0,0,,,1881191925.32503,56543.1898204098,33270,0,0.0,9.274433105947788,4.522052800868822,0.0
SRB,SRB,Serbia,2010,10,0,0,0,0,0.3697518964833887,4.848564645926894,43536629233.1424,5970.92660940072,7291436,0,0.0,10.638854801321633,6.862813068161654,0.0
SVK,SVK,Slovakia,2010,68,1,1,1,3,0.2492819715398041,5.296821055555257,91112160800.7668,16899.448680529,5391428,1,1.3862943611198906,10.959576346415359,6.731703809784501,0.5564388507089402
SVN,SLO,Slovenia,2010,47,0,2,1,3,0.1594438465661648,8.341287754298191,47793117240.9001,23329.8417691156,2048583,1,1.3862943611198906,10.679365357709973,6.311453564438423,1.4644268745762314
SWE,SWE,Sweden,2010,101,11,3,4,18,3.545123554805756,7.90233221332541,492750897239.447,52542.5759090299,9378126,1,2.9444389791664403,11.692627423749625,6.972116063414252,1.9193600085987328
TJK,TJK,Tajikistan,2010,1,0,0,0,0,2.029157258756423,14.683089269871449,5642221099.17704,737.338883219356,7652141,0,0.0,9.751450100655067,6.8837829638327515,0.0
TUR,TUR,Turkey,2010,5,0,0,0,0,3.461025520518923,4.335839882572134,782545664268.333,10698.9699409757,73142150,0,0.0,11.893509689555382,7.8641677221957975,0.0
TWN,TPE,Chinese Taipei,2010,1,0,0,0,0,0.0009221568856563,0.0266303291104116,,,,0,0.0,,,
UKR,UKR,Ukraine,2010,45,0,0,0,0,2.891251539401753,5.0636505899257545,141209170427.233,3039.63232421875,46456003,0,0.0,11.149862901649353,7.667041841070803,0.0
USA,USA,United States,2010,212,12,63,22,97,49.99441224903457,5.261283089465742,15048964444000.0,48642.6100179312,309378227,1,4.584967478670572,13.177506616093991,8.490489746252543,0.3135320831740367
UZB,UZB,Uzbekistan,2010,3,0,0,0,0,0.670036821028766,1.456685188957297,49765676402.4495,1753.20730243278,28385506,0,0.0,10.696929911265967,7.453096640363411,0.0
ZAF,RSA,South Africa,2010,2,0,0,0,0,0.0414894405206836,0.0340144015869755,417363822801.713,7973.47195771517,52344051,0,0.0,11.620514801608909,7.7188673304335085,0.0
ALB,ALB,Albania,2014,1,0,0,0,0,0.0785836185352816,2.596573738513234,13296322588.1684,4793.59751131525,2773767,0,0.0,10.123731543185068,6.443069976973663,0.0
AND,AND,Andorra,2014,6,0,0,0,0,,,3271686452.47686,44369.6712976777,73737,0,0.0,9.514771675658197,4.867685464298721,0.0
ARG,ARG,Argentina,2014,7,0,0,0,0,4.370007164031505,1.569672049058941,526319673731.638,12233.1444119186,43024071,0,0.0,11.721249604167756,7.63371150156951,0.0
ARM,ARM,Armenia,2014,4,0,0,0,0,0.1857738990333193,6.559439650453795,11609513246.7958,3852.11800610384,3013800,0,0.0,10.064814011412807,6.479114428543193,0.0
AUS,AUS,Australia,2014,60,0,2,1,3,0.1027220313428465,0.0133353407982256,1474677007565.64,62817.2061751737,23475686,1,1.3862943611198906,12.168696908997154,7.370618291956746,0.1277917927510191
AUT,AUT,Austria,2014,126,4,12,11,27,0.7719773014494468,9.134232775756685,438556021078.034,51314.9722616322,8546356,1,3.332204510175204,11.642025077955335,6.931780979472914,3.159241201747271
AZE,AZE,Azerbaijan,2014,3,0,0,0,0,0.2437157822343957,2.683624417256733,75239785452.1022,7890.84028062087,9535079,0,0.0,10.87644754847987,6.979324295611908,0.0
BEL,BEL,Belgium,2014,7,0,0,0,0,0.0207312903843993,0.6905316399779936,537987419164.351,47995.7786961339,11209057,0,0.0,11.730772119808796,7.049569077633072,0.0
BGR,BUL,Bulgaria,2014,18,0,0,0,0,0.4148071159581936,3.776282562307539,57080897012.1077,8069.60005667684,7073572,0,0.0,10.756490789326064,6.849638778455606,0.0
BIH,BIH,Bosnia and Herzegovina,2014,5,0,0,0,0,0.2282861943907548,4.549393907796516,18558734107.1478,5206.06573475132,3564829,0,0.0,10.268548349629077,6.552038702171739,0.0
BLR,BLR,Belarus,2014,26,5,0,1,6,0.4803458355736018,2.3060778607105803,78813069120.9984,8341.31809294883,9448515,1,1.9459101490553132,10.896598240034102,6.975363556870766,0.6350204238443818
BMU,BER,Bermuda,2014,1,0,0,0,0,,,6413988000.0,100961.576602811,63529,0,0.0,9.807128143066906,4.802972019227911,0.0
BRA,BRA,Brazil,2014,13,0,0,0,0,2.058316276973517e-06,2.410083665951019e-07,2456043766032.38,12274.9941630213,200085127,0,0.0,12.390236101547714,8.301214807267431,0.0
CAN,CAN,Canada,2014,217,59,22,5,86,83.1871467806251,8.335928448719685,1805749878439.94,50960.8431174661,35434066,1,4.465908118654584,12.256657594296353,7.549420989760382,2.4270429478795914
CHE,SUI,Switzerland,2014,152,6,4,20,30,0.7371742082527206,15.893826048337036,726537808338.0,88724.9909402638,8188649,1,3.4339872044851463,11.861258219494765,6.913212255821076,3.6636080017595085
CHL,CHI,Chile,2014,6,0,0,0,0,9.220875574585136,11.328282736553447,259560978224.359,14529.6767206336,17864195,0,0.0,11.414239402243693,7.251983450712831,0.0
CHN,CHN,China,2014,62,3,4,5,12,26.46026048034642,2.812561377884636,10674533168257.4,7781.06597484974,1371860000,1,2.5649493574615367,13.028348891014812,9.13730979334611,0.008747248261484408
CYM,CAY,Cayman Islands,2014,1,0,0,0,0,,,4562853582.32463,75845.3055572577,60160,0,0.0,9.659236532895234,4.779307827583586,0.0
CYP,CYP,Cyprus,2014,1,0,0,0,0,0.0,0.0,23225918259.9824,26993.103515625,1201801,0,0.0,10.365972893273206,6.079832561047083,0.0
CZE,CZE,Czech Republic,2014,87,2,7,2,11,0.0972596031572652,1.199086537045351,210911285077.683,20038.4163180257,10525347,1,2.4849066497880004,11.324099817842118,7.0222364225790646,1.0450961854274257
DEU,GER,Germany,2014,151,15,12,9,36,0.4454283988768185,1.251187487380428,3964870735760.77,48959.5991203133,80982500,1,3.6109179126442243,12.59822903284885,7.908391179686602,0.4445404871422838
DMA,DMA,Dominica,2014,1,0,0,0,0,,,572255555.555555,8131.74876096735,70373,0,0.0,8.757590017572722,4.847406065389686,0.0
DNK,DEN,Denmark,2014,10,0,0,0,0,0.0586992463435482,1.3873868464959318,352832602064.452,62520.4509747011,5643475,0,0.0,11.547568707532692,6.751546605506114,0.0
ESP,ESP,Spain,2014,20,0,0,0,0,0.4683187472712355,0.9321023281134068,1380244561361.96,29707.765509467,46460733,0,0.0,12.139956044545997,7.667086057279628,0.0
