country,noc_code,team_name,year,n_athletes,gold,silver,bronze,total_medals,snowfall_total,snowfall_mean_gridcell,gdp,gdp_per_capita,population,won_any_medal,log_total_medals,log_gdp,log_population,medals_per_million
ARM,ARM,Armenia,2022,6,0,0,0,0,0.1904145687123736,6.723295783397358,19513506553.1251,6571.97445545099,2969200,0,0.0,10.290335318591596,6.472639451880648,0.0
ASM,ASA,American Samoa,2022,1,0,0,0,0,,,871000000.0,18017.4589383973,48342,0,0.0,8.940018155007664,4.684324614027692,0.0
AUS,AUS,Australia,2022,43,1,2,1,4,0.0919443195733831,0.0119361817513105,1695627535475.8,65169.5191118657,26018721,1,1.6094379124341003,12.229330460507706,7.415285944174278,0.1537354584032013
AUT,AUT,Austria,2022,106,7,7,4,18,0.5320367281859426,6.29519457551127,473221298968.216,52336.7725223758,9041851,1,2.9444389791664403,11.675064283327403,6.956257346050302,1.9907428246716294
AZE,AZE,Azerbaijan,2022,2,0,0,0,0,0.2530637669698065,2.7865577597678244,78807470588.2353,7770.594223351,10141756,0,0.0,10.896567388574118,7.0061131576683415,0.0
BEL,BEL,Belgium,2022,19,1,0,1,2,0.0167635323731484,0.5583709111597489,591085783326.267,50605.7496677086,11680210,1,1.0986122886681098,11.771650513912915,7.067450651083002,0.17122979809438357
BGR,BUL,Bulgaria,2022,15,0,0,0,0,0.2960384984511041,2.695047834196948,90506153293.6733,13999.1949530956,6465097,0,0.0,10.956678106836614,6.810575045264165,0.0
BIH,BIH,Bosnia and Herzegovina,2022,6,0,0,0,0,0.2002313904007101,3.99030467028324,24534663636.1778,7655.59421024383,3204802,0,0.0,10.389780108293976,6.505801202976927,0.0
BLR,BLR,Belarus,2022,26,0,2,0,2,0.9535866517584296,4.578045447741353,73775179924.603,7994.64806074889,9228071,1,1.0986122886681098,10.867910277340645,6.965110927287027,0.21673001865720365
BOL,BOL,Bolivia,2022,2,0,0,0,0,0.1947826762000004,0.1786346762030056,50959081953.6903,4219.46113742445,12077154,0,0.0,10.707221595425453,7.081964604176093,0.0
BRA,BRA,Brazil,2022,10,0,0,0,0,0.0003572735603764,4.183318092424598e-05,1951923832083.87,9281.33282136864,210306415,0,0.0,12.290462866634426,8.32285252022132,0.0
CAN,CAN,Canada,2022,215,4,8,14,26,73.11242867116385,7.326371893991815,2190411080134.32,56256.8007264015,38935934,1,3.295836866004329,12.340525627662187,7.590350597066863,0.667763613940788
CHE,SUI,Switzerland,2022,167,7,2,6,15,0.388116038852151,8.367966132058365,828508926958.393,94394.5106803525,8777088,1,2.772588722239781,11.918297192185511,6.943350452660204,1.7089950562191012
CHL,CHI,Chile,2022,4,0,0,0,0,7.752902797425996,9.524808594134983,301226575540.242,15405.6165774073,19553036,0,0.0,11.478893284598184,7.291214199874014,0.0
CHN,CHN,China,2022,182,9,4,2,15,24.431962162912505,2.5969658619342075,18316765021690.2,12970.6056414327,1412175000,1,2.772588722239781,13.262848774065105,9.149888518829805,0.010621913006532476
COL,COL,Colombia,2022,3,0,0,0,0,0.0001272024076418,0.0001100614719298,345632492851.448,6680.44506854481,51737944,0,0.0,11.538614563675942,7.713809166413843,0.0
CYP,CYP,Cyprus,2022,1,0,0,0,0,0.0004265762588911,0.0657322591198768,31218038929.0919,33231.04296875,1331370,0,0.0,10.494405617847983,6.124298766690125,0.0
CZE,CZE,Czech Republic,2022,114,1,0,1,2,0.2095622363374921,2.5836343981281416,301831228325.556,28282.2236715857,10672118,1,1.0986122886681098,11.479764171118322,7.028250618527641,0.18740422472839974
DEU,GER,Germany,2022,149,12,10,5,27,0.5654512829432534,1.5883261411391536,4201021706478.62,50506.5179638543,83177813,1,3.332204510175204,12.623354925522646,7.9200074972441294,0.32460579361469866
DNK,DEN,Denmark,2022,62,0,0,0,0,0.0284796001872958,0.6731299829995214,400114306337.077,67781.0940939514,5903037,0,0.0,11.602184080127234,6.771075505370182,0.0
ECU,ECU,Ecuador,2022,1,0,0,0,0,0.000431521672592,0.0017177527871902,116133121000.0,6515.58528418336,17823897,0,0.0,11.064956097569356,7.251002663817867,0.0
ERI,ERI,Eritrea,2022,1,0,0,0,0,0.0,0.0,,,3409447,0,0.0,,6.532683943706757,0.0
ESP,ESP,Spain,2022,14,0,1,0,1,0.1815486150849025,0.3613391259103158,1448850658406.62,30319.4987196616,47786102,1,0.6931471805599453,12.161023622481203,7.679301605768037,0.020926586562762535
EST,EST,Estonia,2022,26,0,0,1,1,0.2567229179070446,5.782425545333968,38226641740.29,28340.3826549406,1348840,1,0.6931471805599453,10.582366146365265,6.129960436522729,0.7413777764597729
FIN,FIN,Finland,2022,95,2,2,4,8,2.3402951316336544,6.896320738831386,280253099309.34,50440.560224974,5556106,1,2.1972245773362196,11.447550424141236,6.7447705226624,1.4398573389348583
FRA,FRA,France,2022,86,5,7,2,14,0.4648941568458439,0.7221897476166986,2794788137066.94,40988.6396406579,68184457,1,2.70805020110221,12.446348891152613,7.833685386262788,0.20532538669333394
GBR,GBR,Great Britain,2022,50,1,1,0,2,0.2287020362046262,0.9163955306185246,3181244350465.41,47057.043229179,67604000,1,1.0986122886681098,12.502597028423034,7.829972393079711,0.029584048281166793
GEO,GEO,Georgia,2022,9,0,0,0,0,0.6652214376718939,9.639185417588669,24984568959.605,6729.84659930283,3712502,0,0.0,10.397671861279914,6.569666696288563,0.0
GHA,GHA,Ghana,2022,1,0,0,0,0,0.0,0.0,73919003209.9866,2229.89122647803,33149152,0,0.0,10.86875610183595,7.520472423044527,0.0
GRC,GRE,Greece,2022,5,0,0,0,0,0.2176183615605702,1.654310621581007,217990189600.69,20886.5243087629,10436882,0,0.0,11.338436949117652,7.018570773336125,0.0
HKG,HKG,Hong Kong,2022,3,0,0,0,0,,,358679533984.718,48825.8441873536,7346100,0,0.0,11.55470659682908,6.866056835954905,0.0
HRV,CRO,Croatia,2022,11,0,0,0,0,0.0666373022481752,1.1674419076006834,71196498671.1145,18465.5414420364,3855641,0,0.0,10.852458636260392,6.586096589811376,0.0
HTI,HAI,Haiti,2022,1,0,0,0,0,0.0,0.0,20253551920.5516,1760.62635668777,11503606,0,0.0,10.306501197635853,7.060833998651104,0.0
HUN,HUN,Hungary,2022,14,1,0,2,3,0.055914494032474,0.605661127378454,177002580544.155,18428.028825614,9605074,1,1.3862943611198906,11.247979598044955,6.982500715128776,0.31233491798189167
IND,IND,India,2022,1,0,0,0,0,2.521465925119536,0.800343589690955,3346107287730.93,2347.44829434623,1425423212,0,0.0,12.524539861827368,9.153943826694297,0.0
IRL,IRL,Ireland,2022,6,0,0,0,0,0.0165406476522456,0.2843633002683342,548341794599.09,105190.685952731,5212836,0,0.0,11.739051349060574,6.717074061889343,0.0
IRN,IRI,Iran,2022,3,0,0,0,0,1.8121391008077607,1.119599193937962,422662261525.665,4721.20437099984,89524246,0,0.0,11.625993472473374,7.951940671941206,0.0
ISL,ISL,Iceland,2022,5,0,0,0,0,2.0178030919238705,18.84543173114248,29166102877.2755,76350.4550416502,382003,0,0.0,10.46487840334306,5.5820667735879645,0.0
ISR,ISR,Israel,2022,6,0,0,0,0,0.0010296554398807,0.0443910942314274,525181008025.57,54949.621556429,9557500,0,0.0,11.720309012431093,6.980344306691066,0.0
ITA,ITA,Italy,2022,118,2,7,8,17,0.4355368353361661,1.38398570358254,2104067630319.46,35653.9042103495,59013667,1,2.8903717578961645,12.323059695083654,7.770952601732454,0.28806886377692814
JAM,JAM,Jamaica,2022,7,0,0,0,0,0.0,0.0,18813516805.214,6626.47502388538,2839144,0,0.0,10.274469985679984,6.453187420288946,0.0
JPN,JPN,Japan,2022,124,3,7,8,18,2.019340298427633,4.995173085584484,4262463317796.53,34065.6438962526,125124989,1,2.9444389791664403,12.629660654534959,8.097344052307639,0.14385615650283895
KAZ,KAZ,Kazakhstan,2022,34,0,0,0,0,7.109579469135306,2.6117951809778512,225496328925.494,11255.3396437881,20034609,0,0.0,11.3531394759684,7.3017808710612355,0.0
KGZ,KGZ,Kyrgyzstan,2022,1,0,0,0,0,1.99531087152151,10.228696270675307,12134931017.9465,1739.72018344174,6975220,0,0.0,10.084037311890835,6.843557909906818,0.0
KOR,KOR,South Korea,2022,64,2,5,2,9,0.0591299384524368,0.597426519597301,1799363116866.52,34822.4048404971,51672569,1,2.302585092994046,12.25511881411721,7.7132600538582015,0.17417365101394514
LBN,LIB,Lebanon,2022,3,0,0,0,0,0.024727587743674,2.3856806820750847,20992421948.8081,3654.35845534878,5744489,0,0.0,10.322062547125698,6.75925140215388,0.0
LIE,LIE,Liechtenstein,2022,2,0,0,0,0,,,7426856242.7736,188055.003235348,39493,0,0.0,9.870805017617712,4.596520125227025,0.0
LTU,LTU,Lithuania,2022,13,0,0,0,0,0.2177793984474586,3.433506089120381,71033884499.7824,25085.784063499,2831639,0,0.0,10.85146556478739,6.452037885210759,0.0
LUX,LUX,Luxembourg,2022,2,0,0,0,0,0.0028355478429679,1.145382482169644,80801680397.0139,123719.658915996,653103,0,0.0,10.907420392699859,5.814981678678003,0.0
LVA,LAT,Latvia,2022,60,0,0,1,1,0.2886794258981725,4.532309494746977,38003198508.9107,20221.103686109,1879383,1,0.6931471805599453,10.579820150203982,6.27401529411687,0.5320895208693491
MAR,MAR,Morocco,2022,1,0,0,0,0,0.0720953866485653,0.1217155035587113,131245312804.483,3463.1376953125,37329064,0,0.0,11.118083802291347,7.572047100434438,0.0
MCO,MON,Monaco,2022,3,0,0,0,0,,,8800430486.17137,226052.001905201,38931,0,0.0,9.944503916831536,4.590295559354024,0.0
MDA,MDA,Moldova,2022,5,0,0,0,0,0.0356825410208563,1.1063507833395994,14525337523.7271,5744.29618434435,2528654,0,0.0,10.162126232834423,6.402889408161788,0.0
MDG,MAD,Madagascar,2022,2,0,0,0,0,0.0,0.0,15325603272.6097,503.51453347296,30437261,0,0.0,10.185417578969167,7.483405568397274,0.0
MEX,MEX,Mexico,2022,4,0,0,0,0,0.0319421534823317,0.0161905723090754,1466934724293.06,11405.7940473759,128613117,0,0.0,12.166410789023889,8.10928526369096,0.0
MKD,MKD,North Macedonia,2022,3,0,0,0,0,0.0898590615227593,3.5871203458457908,13932436550.0883,7606.2375253797,1831712,0,0.0,10.144027073905932,6.26285719059647,0.0
MLT,MLT,Malta,2022,1,0,0,0,0,,,18928276162.4131,35638.8869457406,531113,0,0.0,10.277111063660502,5.725186931732012,0.0
MNE,MNE,Montenegro,2022,3,0,0,0,0,0.083777293175769,6.282105245450085,6251215144.13471,10024.5435616209,623591,0,0.0,9.79596444599969,5.794899838590982,0.0
MNG,MGL,Mongolia,2022,2,0,0,0,0,1.9898602482073704,1.293520487473874,17146471713.748,4993.51487463495,3433748,0,0.0,10.234174767358743,6.535768419472166,0.0
MYS,MAS,Malaysia,2022,2,0,0,0,0,0.0,0.0,407830525989.553,11754.5678336248,34695493,0,0.0,11.610479729467265,7.54027306290739,0.0
NGA,NGR,Nigeria,2022,1,0,0,0,0,0.0,0.0,646950257577.814,2899.16047470324,223150896,0,0.0,11.81087089011237,8.348598634968054,0.0
NLD,NED,Netherlands,2022,41,8,5,4,17,0.010904241207909,0.2746913486579581,1046540797548.64,59123.318556487,17700982,1,2.8903717578961645,12.019756163209717,7.247997360449442,0.960398694264533
NOR,NOR,Norway,2022,84,16,8,13,37,5.10759288101975,12.935346726947138,596297651035.798,109269.520580298,5457127,1,3.6375861597263857,11.775463098555532,6.736964060940449,6.780124413450521
NZL,NZL,New Zealand,2022,15,2,1,0,3,0.5972235100435697,2.149954653880474,249509991440.438,49099.7090423358,5081700,1,1.3862943611198906,11.397087941304365,6.706009022739084,0.5903536218194698
PAK,PAK,Pakistan,2022,1,0,0,0,0,1.638278861409913,1.87217579462304,374890295666.694,1538.3228133171,243700667,0,0.0,11.573904198509165,8.386856717834798,0.0
PER,PER,Peru,2022,1,0,0,0,0,0.9873781324164926,0.7511332657306893,246065570308.155,7350.63034300417,33475438,0,0.0,11.391050851121637,7.524726268125828,0.0
PHL,PHI,Philippines,2022,1,0,0,0,0,0.0,0.0,404353369604.631,3548.06930572116,113964338,0,0.0,11.606761066575112,8.056768972101361,0.0
POL,POL,Poland,2022,57,0,0,1,1,0.6838413632160253,2.2062868547511525,695607470875.276,18891.2121169279,36821749,1,0.6931471805599453,11.842364237710324,7.5661044132556885,0.027157862599085123
PRI,PUR,Puerto Rico,2022,2,0,0,0,0,0.0,0.0,113843700000.0,35353.6821570014,3220137,0,0.0,11.0563090021805,6.50787434904935,0.0
PRT,POR,Portugal,2022,3,0,0,0,0,0.0009243011410485,0.0099273361506669,256898677175.024,24620.5197587181,10434332,0,0.0,11.409761867999057,7.018464651005688,0.0
ROU,ROU,Romania,2022,21,0,0,0,0,0.4771948180502605,2.006018014248085,295319437556.988,15503.551804598,19048502,0,0.0,11.470292032626869,7.279860827848164,0.0
RUS,ROC,ROC,2022,212,5,12,15,32,93.72803270301112,5.537775931928413,2291612121334.64,15619.6142578125,144236933,1,3.4965075614664802,12.360141110756325,8.159076479137687,0.22185718549631112
SAU,KSA,Saudi Arabia,2022,1,0,0,0,0,0.0006590294897143,0.0003427643108124,1239075200000.0,38510.2276211037,32175224,0,0.0,12.09309766469243,7.507521579092362,0.0
SMR,SMR,San Marino,2022,2,0,0,0,0,,,1829211863.9476,54190.8417700372,33755,0,0.0,9.262264009475683,4.528338112324839,0.0
SRB,SRB,Serbia,2022,2,0,0,0,0,0.2092622464799429,2.7440603811898856,66809895701.2152,10024.8191112596,6664449,0,0.0,10.824840793765045,6.823764248850933,0.0
SVK,SVK,Slovakia,2022,50,1,0,1,2,0.1250311732142946,2.6567013522536445,115792972358.209,21317.7943982363,5431752,1,1.0986122886681098,11.063682202235409,6.734939932942135,0.3682053230707146
SVN,SLO,Slovenia,2022,42,2,3,2,7,0.0365893101873492,1.914165843191091,59899117741.0022,28360.3041467268,2112076,1,2.0794415416798357,10.777420425677523,6.324709541601725,3.3142746757218964
SWE,SWE,Sweden,2022,116,8,5,5,18,2.9889472556974246,6.662575737483006,575071237640.921,54836.8907235124,10486941,1,2.9444389791664403,11.759721646773158,7.020648824650999,1.7164204509208165
THA,THA,Thailand,2022,4,0,0,0,0,0.0,0.0,495644697587.661,6909.35281815827,71735329,0,0.0,11.695170464452127,7.855733094453571,0.0
TLS,TLS,Timor-Leste,2022,1,0,0,0,0,0.0,0.0,3208599889.00965,2343.24954740187,1369295,0,0.0,9.5063155641416,6.13649702232717,0.0
TTO,TTO,Trinidad and Tobago,2022,2,0,0,0,0,0.0,0.0,,,,0,0.0,,,
TUR,TUR,Turkey,2022,7,0,0,0,0,4.281980568768745,5.364300845629932,926097476913.818,10897.8397861365,84979913,0,0.0,11.96665670099919,7.929316282135477,0.0
TWN,TPE,Chinese Taipei,2022,4,0,0,0,0,0.0001915683679113,0.0055321700287391,,,,0,0.0,,,
UKR,UKR,Ukraine,2022,45,0,1,0,1,1.4911399475175864,2.611537450827135,161989520721.19,4199.6708984375,41048766,1,0.6931471805599453,11.209486920467533,7.6133001059756555,0.02436126825347198
USA,USA,United States,2022,224,9,9,7,25,39.11078501209136,4.115918210516019,25604848907611.0,76657.2488844403,334017321,1,3.258096538021482,13.408322217437183,8.523768988427356,0.07484641791974614
UZB,UZB,Uzbekistan,2022,1,0,0,0,0,0.551677301287144,1.199367152144037,90095926567.4359,2578.66689394219,34938955,0,0.0,10.954705156025943,7.54330991139332,0.0
VIR,ISV,Virgin Islands,2022,1,0,0,0,0,,,4672000000.0,44320.909185774,105413,0,0.0,9.669502834104343,5.022894173306472,0.0
XKX,KOS,Kosovo,2022,2,0,0,0,0,0.0522572142581215,4.666227325529865,9354907646.29785,5290.95006509706,1768096,0,0.0,9.971039504406717,6.247505841637681,0.0
